document file-resources\defaultState.txt
image file-resources\Map.jpg
imageSize-2414.7772047360004 2414.7772047360004
Plot-name:Asturias government:Asturias -Leon 
x 1042 y 204
x 1042 y 204
Plot-name:Madrid government:Madrid -
x 1042 y 639
x 1042 y 639
x 1055 y 656
x 1055 y 656
x 1067 y 669
x 1067 y 669
x 1060 y 691
x 1060 y 691
x 1052 y 706
x 1052 y 706
x 1052 y 724
x 1052 y 724
x 1057 y 736
x 1057 y 736
x 1057 y 751
x 1057 y 751
x 1079 y 753
x 1079 y 753
x 1082 y 771
x 1082 y 771
x 1094 y 778
x 1094 y 778
x 1107 y 798
x 1107 y 798
x 1109 y 816
x 1109 y 816
x 1102 y 831
x 1102 y 831
x 1102 y 843
x 1102 y 843
x 1117 y 841
x 1117 y 841
x 1119 y 858
x 1119 y 858
x 1119 y 870
x 1119 y 870
x 1109 y 885
x 1109 y 885
x 1087 y 885
x 1087 y 885
x 1077 y 878
x 1077 y 878
x 1065 y 888
x 1065 y 888
x 1042 y 888
x 1042 y 888
x 1027 y 903
x 1027 y 903
x 1015 y 913
x 1015 y 913
x 1010 y 913
x 1010 y 913
x 997 y 925
x 997 y 925
x 990 y 920
x 990 y 920
x 990 y 908
x 990 y 908
x 1002 y 905
x 1002 y 905
x 1015 y 893
x 1015 y 893
x 1027 y 888
x 1027 y 888
x 1035 y 875
x 1035 y 875
x 1025 y 870
x 1025 y 870
x 1015 y 868
x 1015 y 868
x 992 y 860
x 992 y 860
x 972 y 848
x 972 y 848
x 953 y 841
x 953 y 841
x 933 y 841
x 933 y 841
x 925 y 838
x 925 y 838
x 918 y 846
x 918 y 846
x 908 y 848
x 908 y 848
x 905 y 833
x 905 y 833
x 893 y 841
x 893 y 841
x 880 y 851
x 880 y 851
x 870 y 848
x 870 y 848
x 870 y 831
x 870 y 831
x 885 y 828
x 885 y 828
x 895 y 811
x 895 y 811
x 905 y 808
x 905 y 808
x 910 y 783
x 910 y 783
x 920 y 763
x 920 y 763
x 935 y 758
x 935 y 758
x 945 y 736
x 945 y 736
x 953 y 724
x 953 y 724
x 972 y 721
x 972 y 721
x 975 y 696
x 975 y 696
x 990 y 681
x 990 y 681
x 1002 y 674
x 1002 y 674
x 1025 y 651
x 1025 y 651
x 1042 y 637
Plot-
x 1007 y 577
x 1007 y 577
x 997 y 562
x 997 y 562
x 985 y 552
x 985 y 552
x 975 y 552
x 975 y 552
x 965 y 562
x 965 y 562
x 953 y 572
x 953 y 572
x 935 y 574
x 935 y 574
x 903 y 577
x 903 y 577
x 888 y 587
x 888 y 587
x 885 y 607
x 885 y 607
x 870 y 609
x 870 y 609
x 860 y 632
x 860 y 632
x 846 y 639
x 846 y 639
x 846 y 651
x 846 y 651
x 855 y 664
x 855 y 664
x 863 y 674
x 863 y 674
x 875 y 684
x 875 y 684
x 878 y 704
x 878 y 704
x 888 y 711
x 888 y 711
x 893 y 726
x 893 y 726
x 900 y 751
x 900 y 751
x 910 y 756
x 910 y 756
x 920 y 758
x 920 y 758
x 935 y 756
x 935 y 756
x 945 y 736
x 945 y 736
x 955 y 724
x 955 y 724
x 972 y 716
x 972 y 716
x 975 y 696
x 975 y 696
x 997 y 679
x 997 y 679
x 1012 y 666
x 1012 y 666
x 1037 y 639
x 1037 y 639
x 1052 y 634
x 1052 y 634
x 1065 y 624
x 1065 y 624
x 1069 y 619
x 1069 y 619
x 1084 y 619
x 1084 y 619
x 1089 y 607
x 1089 y 607
x 1099 y 607
x 1099 y 607
x 1087 y 592
x 1087 y 592
x 1082 y 577
x 1082 y 577
x 1072 y 577
x 1072 y 577
x 1069 y 564
x 1069 y 564
x 1057 y 564
x 1057 y 564
x 1047 y 549
x 1047 y 549
x 1030 y 552
x 1030 y 552
x 1025 y 557
x 1025 y 557
x 1010 y 574
x 1010 y 574
x 1010 y 574
x 1010 y 574
Plot-
x 1418 y 851
x 1418 y 851
x 1430 y 860
x 1430 y 860
x 1430 y 868
x 1430 y 868
x 1443 y 865
x 1443 y 865
x 1453 y 875
x 1453 y 875
x 1453 y 888
x 1453 y 888
x 1443 y 900
x 1443 y 900
x 1455 y 905
x 1455 y 905
x 1470 y 903
x 1470 y 903
x 1483 y 903
x 1483 y 903
x 1485 y 910
x 1485 y 910
x 1488 y 928
x 1488 y 928
x 1497 y 933
x 1497 y 933
x 1507 y 925
x 1507 y 925
x 1512 y 933
x 1512 y 933
x 1527 y 930
x 1527 y 930
x 1532 y 950
x 1532 y 950
x 1550 y 943
x 1550 y 943
x 1555 y 945
x 1555 y 945
x 1560 y 958
x 1560 y 958
x 1570 y 945
x 1570 y 945
x 1580 y 943
x 1580 y 943
x 1590 y 945
x 1590 y 945
x 1607 y 955
x 1607 y 955
x 1599 y 975
x 1599 y 975
x 1587 y 997
x 1587 y 997
x 1582 y 1017
x 1582 y 1017
x 1590 y 1042
x 1590 y 1042
x 1599 y 1077
x 1599 y 1077
x 1604 y 1104
x 1604 y 1104
x 1617 y 1122
x 1617 y 1122
x 1627 y 1134
x 1627 y 1134
x 1642 y 1147
x 1642 y 1147
x 1612 y 1144
x 1612 y 1144
x 1587 y 1142
x 1587 y 1142
x 1570 y 1149
x 1570 y 1149
x 1542 y 1157
x 1542 y 1157
x 1545 y 1171
x 1545 y 1171
x 1540 y 1181
x 1540 y 1181
x 1530 y 1181
x 1530 y 1181
x 1522 y 1171
x 1522 y 1171
x 1502 y 1171
x 1502 y 1171
x 1485 y 1176
x 1485 y 1176
x 1480 y 1167
x 1480 y 1167
x 1485 y 1154
x 1485 y 1154
x 1485 y 1139
x 1485 y 1139
x 1475 y 1127
x 1475 y 1127
x 1450 y 1127
x 1450 y 1127
x 1443 y 1119
x 1443 y 1119
x 1433 y 1109
x 1433 y 1109
x 1428 y 1092
x 1428 y 1092
x 1435 y 1079
x 1435 y 1079
x 1445 y 1065
x 1445 y 1065
x 1445 y 1050
x 1445 y 1050
x 1425 y 1042
x 1425 y 1042
x 1405 y 1040
x 1405 y 1040
x 1390 y 1025
x 1390 y 1025
x 1385 y 1012
x 1385 y 1012
x 1385 y 992
x 1385 y 992
x 1395 y 980
x 1395 y 980
x 1405 y 967
x 1405 y 967
x 1425 y 965
x 1425 y 965
x 1430 y 945
x 1430 y 945
x 1435 y 933
x 1435 y 933
x 1438 y 900
x 1438 y 900
x 1428 y 895
x 1428 y 895
x 1410 y 890
x 1410 y 890
x 1403 y 883
x 1403 y 883
x 1400 y 863
x 1400 y 863
x 1408 y 868
x 1408 y 868
x 1415 y 860
x 1415 y 860
x 1418 y 848
Plot-
x 1642 y 1147
x 1642 y 1147
x 1654 y 1147
x 1654 y 1147
x 1664 y 1154
x 1664 y 1154
x 1672 y 1164
x 1672 y 1164
x 1672 y 1176
x 1672 y 1176
x 1659 y 1186
x 1659 y 1186
x 1644 y 1196
x 1644 y 1196
x 1632 y 1201
x 1632 y 1201
x 1627 y 1216
x 1627 y 1216
x 1614 y 1221
x 1614 y 1221
x 1599 y 1224
x 1599 y 1224
x 1585 y 1231
x 1585 y 1231
x 1567 y 1249
x 1567 y 1249
x 1555 y 1261
x 1555 y 1261
x 1552 y 1281
x 1552 y 1281
x 1540 y 1293
x 1540 y 1293
x 1530 y 1303
x 1530 y 1303
x 1530 y 1333
x 1530 y 1333
x 1520 y 1346
x 1520 y 1346
x 1510 y 1361
x 1510 y 1361
x 1500 y 1358
x 1500 y 1358
x 1488 y 1346
x 1488 y 1346
x 1480 y 1326
x 1480 y 1326
x 1470 y 1311
x 1470 y 1311
x 1470 y 1291
x 1470 y 1291
x 1478 y 1274
x 1478 y 1274
x 1475 y 1261
x 1475 y 1261
x 1463 y 1254
x 1463 y 1254
x 1455 y 1244
x 1455 y 1244
x 1463 y 1231
x 1463 y 1231
x 1468 y 1219
x 1468 y 1219
x 1475 y 1206
x 1475 y 1206
x 1473 y 1191
x 1473 y 1191
x 1480 y 1186
x 1480 y 1186
x 1488 y 1176
x 1488 y 1176
x 1500 y 1171
x 1500 y 1171
x 1517 y 1171
x 1517 y 1171
x 1525 y 1174
x 1525 y 1174
x 1532 y 1181
x 1532 y 1181
x 1542 y 1181
x 1542 y 1181
x 1547 y 1174
x 1547 y 1174
x 1545 y 1159
x 1545 y 1159
x 1565 y 1152
x 1565 y 1152
x 1587 y 1144
x 1587 y 1144
x 1612 y 1144
x 1612 y 1144
x 1637 y 1147
Plot-
x 1341 y 166
x 1341 y 166
x 1358 y 166
x 1358 y 166
x 1363 y 174
x 1363 y 174
x 1368 y 181
x 1368 y 181
x 1378 y 174
x 1378 y 174
x 1388 y 174
x 1388 y 174
x 1395 y 176
x 1395 y 176
x 1405 y 179
x 1405 y 179
x 1408 y 186
x 1408 y 186
x 1400 y 199
x 1400 y 199
x 1395 y 211
x 1395 y 211
x 1395 y 221
x 1395 y 221
x 1403 y 223
x 1403 y 223
x 1408 y 228
x 1408 y 228
x 1418 y 213
x 1418 y 213
x 1428 y 226
x 1428 y 226
x 1443 y 231
x 1443 y 231
x 1468 y 236
x 1468 y 236
x 1485 y 241
x 1485 y 241
x 1507 y 243
x 1507 y 243
x 1500 y 258
x 1500 y 258
x 1495 y 268
x 1495 y 268
x 1495 y 286
x 1495 y 286
x 1480 y 291
x 1480 y 291
x 1463 y 303
x 1463 y 303
x 1458 y 308
x 1458 y 308
x 1443 y 313
x 1443 y 313
x 1435 y 328
x 1435 y 328
x 1425 y 338
x 1425 y 338
x 1415 y 358
x 1415 y 358
x 1413 y 373
x 1413 y 373
x 1403 y 395
x 1403 y 395
x 1403 y 415
x 1403 y 415
x 1405 y 430
x 1405 y 430
x 1415 y 440
x 1415 y 440
x 1413 y 452
x 1413 y 452
x 1398 y 467
x 1398 y 467
x 1378 y 475
x 1378 y 475
x 1363 y 467
x 1363 y 467
x 1341 y 462
x 1341 y 462
x 1326 y 462
x 1326 y 462
x 1326 y 452
x 1326 y 452
x 1318 y 442
x 1318 y 442
x 1316 y 435
x 1316 y 435
x 1326 y 425
x 1326 y 425
x 1343 y 420
x 1343 y 420
x 1351 y 413
x 1351 y 413
x 1348 y 410
x 1348 y 410
x 1341 y 405
x 1341 y 405
x 1336 y 403
x 1336 y 403
x 1323 y 398
x 1323 y 398
x 1311 y 393
x 1311 y 393
x 1303 y 380
x 1303 y 380
x 1291 y 373
x 1291 y 373
x 1281 y 360
x 1281 y 360
x 1259 y 358
x 1259 y 358
x 1249 y 355
x 1249 y 355
x 1241 y 350
x 1241 y 350
x 1234 y 343
x 1234 y 343
x 1231 y 335
x 1231 y 335
x 1229 y 320
x 1229 y 320
x 1224 y 313
x 1224 y 313
x 1244 y 308
x 1244 y 308
x 1251 y 306
x 1251 y 306
x 1249 y 298
x 1249 y 298
x 1244 y 293
x 1244 y 293
x 1251 y 281
x 1251 y 281
x 1256 y 266
x 1256 y 266
x 1259 y 256
x 1259 y 256
x 1261 y 243
x 1261 y 243
x 1281 y 243
x 1281 y 243
x 1293 y 233
x 1293 y 233
x 1296 y 221
x 1296 y 221
x 1306 y 209
x 1306 y 209
x 1313 y 201
x 1313 y 201
x 1316 y 186
x 1316 y 186
x 1328 y 176
x 1328 y 176
x 1336 y 169
Plot-
x 1510 y 248
x 1510 y 248
x 1497 y 258
x 1497 y 258
x 1497 y 278
x 1497 y 278
x 1490 y 288
x 1490 y 288
x 1488 y 311
x 1488 y 311
x 1488 y 335
x 1488 y 335
x 1492 y 350
x 1492 y 350
x 1502 y 368
x 1502 y 368
x 1507 y 375
x 1507 y 375
x 1520 y 383
x 1520 y 383
x 1522 y 403
x 1522 y 403
x 1520 y 425
x 1520 y 425
x 1515 y 445
x 1515 y 445
x 1500 y 455
x 1500 y 455
x 1497 y 462
x 1497 y 462
x 1505 y 470
x 1505 y 470
x 1520 y 472
x 1520 y 472
x 1535 y 472
x 1535 y 472
x 1542 y 482
x 1542 y 482
x 1557 y 492
x 1557 y 492
x 1562 y 495
x 1562 y 495
x 1560 y 517
x 1560 y 517
x 1570 y 520
x 1570 y 520
x 1582 y 527
x 1582 y 527
x 1590 y 544
x 1590 y 544
x 1602 y 552
x 1602 y 552
x 1617 y 552
x 1617 y 552
x 1622 y 564
x 1622 y 564
x 1629 y 577
x 1629 y 577
x 1629 y 589
x 1629 y 589
x 1642 y 594
x 1642 y 594
x 1657 y 602
x 1657 y 602
x 1672 y 597
x 1672 y 597
x 1684 y 587
x 1684 y 587
x 1694 y 584
x 1694 y 584
x 1702 y 567
x 1702 y 567
x 1709 y 562
x 1709 y 562
x 1714 y 547
x 1714 y 547
x 1702 y 542
x 1702 y 542
x 1697 y 534
x 1697 y 534
x 1689 y 520
x 1689 y 520
x 1704 y 512
x 1704 y 512
x 1716 y 502
x 1716 y 502
x 1726 y 492
x 1726 y 492
x 1741 y 477
x 1741 y 477
x 1736 y 470
x 1736 y 470
x 1741 y 457
x 1741 y 457
x 1749 y 450
x 1749 y 450
x 1754 y 435
x 1754 y 435
x 1756 y 415
x 1756 y 415
x 1761 y 400
x 1761 y 400
x 1761 y 380
x 1761 y 380
x 1759 y 363
x 1759 y 363
x 1756 y 348
x 1756 y 348
x 1761 y 333
x 1761 y 333
x 1761 y 323
x 1761 y 323
x 1754 y 308
x 1754 y 308
x 1751 y 301
x 1751 y 301
x 1724 y 303
x 1724 y 303
x 1706 y 303
x 1706 y 303
x 1702 y 298
x 1702 y 298
x 1692 y 303
x 1692 y 303
x 1682 y 303
x 1682 y 303
x 1672 y 296
x 1672 y 296
x 1657 y 303
x 1657 y 303
x 1637 y 303
x 1637 y 303
x 1624 y 301
x 1624 y 301
x 1617 y 291
x 1617 y 291
x 1617 y 281
x 1617 y 281
x 1607 y 281
x 1607 y 281
x 1592 y 271
x 1592 y 271
x 1577 y 273
x 1577 y 273
x 1570 y 278
x 1570 y 278
x 1557 y 278
x 1557 y 278
x 1545 y 278
x 1545 y 278
x 1535 y 273
x 1535 y 273
x 1525 y 263
x 1525 y 263
x 1515 y 248
Plot-
x 1672 y 734
x 1672 y 734
x 1659 y 739
x 1659 y 739
x 1642 y 741
x 1642 y 741
x 1624 y 736
x 1624 y 736
x 1609 y 724
x 1609 y 724
x 1599 y 739
x 1599 y 739
x 1595 y 744
x 1595 y 744
x 1582 y 746
x 1582 y 746
x 1577 y 753
x 1577 y 753
x 1582 y 761
x 1582 y 761
x 1592 y 763
x 1592 y 763
x 1592 y 781
x 1592 y 781
x 1592 y 791
x 1592 y 791
x 1582 y 798
x 1582 y 798
x 1592 y 808
x 1592 y 808
x 1590 y 813
x 1590 y 813
x 1582 y 821
x 1582 y 821
x 1577 y 828
x 1577 y 828
x 1575 y 843
x 1575 y 843
x 1552 y 843
x 1552 y 843
x 1545 y 846
x 1545 y 846
x 1540 y 860
x 1540 y 860
x 1535 y 875
x 1535 y 875
x 1530 y 883
x 1530 y 883
x 1517 y 890
x 1517 y 890
x 1505 y 898
x 1505 y 898
x 1497 y 908
x 1497 y 908
x 1500 y 918
x 1500 y 918
x 1505 y 925
x 1505 y 925
x 1512 y 930
x 1512 y 930
x 1527 y 928
x 1527 y 928
x 1535 y 948
x 1535 y 948
x 1555 y 943
x 1555 y 943
x 1560 y 955
x 1560 y 955
x 1572 y 943
x 1572 y 943
x 1587 y 945
x 1587 y 945
x 1607 y 955
x 1607 y 955
x 1617 y 945
x 1617 y 945
x 1632 y 923
x 1632 y 923
x 1642 y 908
x 1642 y 908
x 1652 y 883
x 1652 y 883
x 1662 y 873
x 1662 y 873
x 1679 y 851
x 1679 y 851
x 1694 y 831
x 1694 y 831
x 1709 y 813
x 1709 y 813
x 1721 y 778
x 1721 y 778
x 1711 y 776
x 1711 y 776
x 1709 y 763
x 1709 y 763
x 1692 y 763
x 1692 y 763
x 1687 y 756
x 1687 y 756
x 1682 y 741
x 1682 y 741
x 1672 y 734
Plot-
x 1935 y 345
x 1935 y 345
x 1955 y 350
x 1955 y 350
x 1965 y 360
x 1965 y 360
x 1973 y 373
x 1973 y 373
x 1988 y 375
x 1988 y 375
x 1995 y 370
x 1995 y 370
x 2008 y 360
x 2008 y 360
x 2023 y 360
x 2023 y 360
x 2040 y 363
x 2040 y 363
x 2050 y 373
x 2050 y 373
x 2062 y 380
x 2062 y 380
x 2080 y 380
x 2080 y 380
x 2090 y 373
x 2090 y 373
x 2102 y 365
x 2102 y 365
x 2117 y 355
x 2117 y 355
x 2132 y 353
x 2132 y 353
x 2144 y 350
x 2144 y 350
x 2157 y 358
x 2157 y 358
x 2167 y 360
x 2167 y 360
x 2169 y 373
x 2169 y 373
x 2184 y 380
x 2184 y 380
x 2192 y 383
x 2192 y 383
x 2187 y 393
x 2187 y 393
x 2182 y 403
x 2182 y 403
x 2172 y 395
x 2172 y 395
x 2162 y 403
x 2162 y 403
x 2162 y 413
x 2162 y 413
x 2164 y 425
x 2164 y 425
x 2172 y 430
x 2172 y 430
x 2179 y 437
x 2179 y 437
x 2169 y 445
x 2169 y 445
x 2177 y 455
x 2177 y 455
x 2184 y 462
x 2184 y 462
x 2179 y 477
x 2179 y 477
x 2164 y 490
x 2164 y 490
x 2149 y 505
x 2149 y 505
x 2134 y 515
x 2134 y 515
x 2127 y 525
x 2127 y 525
x 2100 y 534
x 2100 y 534
x 2102 y 522
x 2102 y 522
x 2105 y 510
x 2105 y 510
x 2095 y 510
x 2095 y 510
x 2070 y 512
x 2070 y 512
x 2060 y 505
x 2060 y 505
x 2042 y 497
x 2042 y 497
x 2032 y 495
x 2032 y 495
x 2032 y 477
x 2032 y 477
x 2047 y 472
x 2047 y 472
x 2055 y 467
x 2055 y 467
x 2060 y 452
x 2060 y 452
x 2060 y 445
x 2060 y 445
x 2045 y 442
x 2045 y 442
x 2032 y 432
x 2032 y 432
x 2020 y 425
x 2020 y 425
x 2010 y 425
x 2010 y 425
x 1993 y 427
x 1993 y 427
x 1983 y 423
x 1983 y 423
x 1980 y 408
x 1980 y 408
x 1985 y 390
x 1985 y 390
x 1975 y 388
x 1975 y 388
x 1958 y 388
x 1958 y 388
x 1948 y 380
x 1948 y 380
x 1940 y 365
x 1940 y 365
x 1935 y 345
x 1935 y 345
x 1938 y 345
Plot-
x 1945 y 380
x 1945 y 380
x 1943 y 393
x 1943 y 393
x 1925 y 395
x 1925 y 395
x 1925 y 405
x 1925 y 405
x 1930 y 420
x 1930 y 420
x 1928 y 432
x 1928 y 432
x 1925 y 437
x 1925 y 437
x 1925 y 452
x 1925 y 452
x 1923 y 467
x 1923 y 467
x 1913 y 477
x 1913 y 477
x 1906 y 477
x 1906 y 477
x 1911 y 495
x 1911 y 495
x 1903 y 505
x 1903 y 505
x 1888 y 505
x 1888 y 505
x 1878 y 505
x 1878 y 505
x 1878 y 522
x 1878 y 522
x 1883 y 530
x 1883 y 530
x 1876 y 542
x 1876 y 542
x 1886 y 552
x 1886 y 552
x 1881 y 562
x 1881 y 562
x 1888 y 569
x 1888 y 569
x 1891 y 584
x 1891 y 584
x 1903 y 589
x 1903 y 589
x 1911 y 607
x 1911 y 607
x 1916 y 627
x 1916 y 627
x 1925 y 627
x 1925 y 627
x 1948 y 622
x 1948 y 622
x 1973 y 617
x 1973 y 617
x 1998 y 612
x 1998 y 612
x 2003 y 602
x 2003 y 602
x 2015 y 582
x 2015 y 582
x 2032 y 569
x 2032 y 569
x 2062 y 552
x 2062 y 552
x 2087 y 539
x 2087 y 539
x 2100 y 534
x 2100 y 534
x 2105 y 512
x 2105 y 512
x 2087 y 512
x 2087 y 512
x 2072 y 512
x 2072 y 512
x 2060 y 507
x 2060 y 507
x 2042 y 500
x 2042 y 500
x 2032 y 495
x 2032 y 495
x 2030 y 487
x 2030 y 487
x 2032 y 477
x 2032 y 477
x 2042 y 472
x 2042 y 472
x 2055 y 465
x 2055 y 465
x 2060 y 452
x 2060 y 452
x 2060 y 445
x 2060 y 445
x 2045 y 442
x 2045 y 442
x 2035 y 435
x 2035 y 435
x 2023 y 427
x 2023 y 427
x 2010 y 425
x 2010 y 425
x 1993 y 425
x 1993 y 425
x 1983 y 423
x 1983 y 423
x 1978 y 413
x 1978 y 413
x 1983 y 400
x 1983 y 400
x 1985 y 393
x 1985 y 393
x 1970 y 390
x 1970 y 390
x 1958 y 388
x 1958 y 388
x 1948 y 380
x 1948 y 380
x 1948 y 380
x 1948 y 380
Plot-
x 797 y 407
x 797 y 407
x 785 y 411
x 785 y 411
x 770 y 404
x 770 y 404
x 755 y 413
x 755 y 413
x 747 y 422
x 747 y 422
x 735 y 427
x 735 y 427
x 735 y 444
x 735 y 444
x 735 y 460
x 735 y 460
x 739 y 467
x 739 y 467
x 748 y 470
x 748 y 470
x 750 y 482
x 750 y 482
x 750 y 495
x 750 y 495
x 750 y 504
x 750 y 504
x 744 y 511
x 744 y 511
x 736 y 520
x 736 y 520
x 739 y 531
x 739 y 531
x 745 y 538
x 745 y 538
x 750 y 550
x 750 y 550
x 758 y 559
x 758 y 559
x 761 y 570
x 761 y 570
x 750 y 577
x 750 y 577
x 747 y 587
x 747 y 587
x 747 y 605
x 747 y 605
x 752 y 620
x 752 y 620
x 747 y 639
x 747 y 639
x 748 y 651
x 748 y 651
x 757 y 644
x 757 y 644
x 770 y 648
x 770 y 648
x 792 y 647
x 792 y 647
x 813 y 646
x 813 y 646
x 821 y 656
x 821 y 656
x 830 y 656
x 830 y 656
x 837 y 648
x 837 y 648
x 845 y 647
x 845 y 647
x 845 y 640
x 845 y 640
x 860 y 630
x 860 y 630
x 870 y 608
x 870 y 608
x 884 y 605
x 884 y 605
x 887 y 585
x 887 y 585
x 902 y 575
x 902 y 575
x 946 y 571
x 946 y 571
x 955 y 568
x 955 y 568
x 975 y 550
x 975 y 550
x 963 y 536
x 963 y 536
x 960 y 526
x 960 y 526
x 955 y 500
x 955 y 500
x 937 y 500
x 937 y 500
x 923 y 500
x 923 y 500
x 920 y 515
x 920 y 515
x 906 y 509
x 906 y 509
x 887 y 516
x 887 y 516
x 885 y 500
x 885 y 500
x 869 y 500
x 869 y 500
x 855 y 487
x 855 y 487
x 845 y 491
x 845 y 491
x 833 y 501
x 833 y 501
x 826 y 488
x 826 y 488
x 816 y 482
x 816 y 482
x 795 y 481
x 795 y 481
x 800 y 470
x 800 y 470
x 807 y 452
x 807 y 452
x 810 y 435
x 810 y 435
x 790 y 429
x 790 y 429
x 797 y 409
Plot-
x 1305 y 565
x 1305 y 565
x 1306 y 550
x 1306 y 550
x 1317 y 542
x 1317 y 542
x 1329 y 532
x 1329 y 532
x 1334 y 521
x 1334 y 521
x 1331 y 508
x 1331 y 508
x 1327 y 501
x 1327 y 501
x 1331 y 490
x 1331 y 490
x 1328 y 477
x 1328 y 477
x 1326 y 466
x 1326 y 466
x 1324 y 462
x 1324 y 462
x 1317 y 467
x 1317 y 467
x 1303 y 470
x 1303 y 470
x 1290 y 466
x 1290 y 466
x 1280 y 462
x 1280 y 462
x 1275 y 451
x 1275 y 451
x 1273 y 436
x 1273 y 436
x 1270 y 433
x 1270 y 433
x 1258 y 433
x 1258 y 433
x 1250 y 431
x 1250 y 431
x 1241 y 419
x 1241 y 419
x 1235 y 427
x 1235 y 427
x 1220 y 430
x 1220 y 430
x 1214 y 438
x 1214 y 438
x 1208 y 449
x 1208 y 449
x 1200 y 455
x 1200 y 455
x 1188 y 456
x 1188 y 456
x 1174 y 455
x 1174 y 455
x 1169 y 440
x 1169 y 440
x 1168 y 431
x 1168 y 431
x 1165 y 430
x 1165 y 430
x 1163 y 442
x 1163 y 442
x 1155 y 450
x 1155 y 450
x 1149 y 455
x 1149 y 455
x 1147 y 465
x 1147 y 465
x 1143 y 475
x 1143 y 475
x 1135 y 484
x 1135 y 484
x 1124 y 492
x 1124 y 492
x 1116 y 501
x 1116 y 501
x 1115 y 508
x 1115 y 508
x 1100 y 503
x 1100 y 503
x 1097 y 493
x 1097 y 493
x 1095 y 508
x 1095 y 508
x 1082 y 517
x 1082 y 517
x 1078 y 531
x 1078 y 531
x 1067 y 544
x 1067 y 544
x 1050 y 550
x 1050 y 550
x 1058 y 562
x 1058 y 562
x 1069 y 564
x 1069 y 564
x 1072 y 575
x 1072 y 575
x 1082 y 575
x 1082 y 575
x 1089 y 589
x 1089 y 589
x 1098 y 605
x 1098 y 605
x 1105 y 613
x 1105 y 613
x 1121 y 616
x 1121 y 616
x 1136 y 614
x 1136 y 614
x 1149 y 608
x 1149 y 608
x 1157 y 610
x 1157 y 610
x 1165 y 620
x 1165 y 620
x 1173 y 621
x 1173 y 621
x 1180 y 615
x 1180 y 615
x 1193 y 625
x 1193 y 625
x 1202 y 627
x 1202 y 627
x 1205 y 643
x 1205 y 643
x 1217 y 646
x 1217 y 646
x 1227 y 660
x 1227 y 660
x 1237 y 665
x 1237 y 665
x 1245 y 661
x 1245 y 661
x 1252 y 665
x 1252 y 665
x 1260 y 660
x 1260 y 660
x 1280 y 655
x 1280 y 655
x 1290 y 657
x 1290 y 657
x 1296 y 651
x 1296 y 651
x 1295 y 640
x 1295 y 640
x 1282 y 634
x 1282 y 634
x 1275 y 620
x 1275 y 620
x 1276 y 599
x 1276 y 599
x 1285 y 590
x 1285 y 590
x 1288 y 580
x 1288 y 580
x 1295 y 590
x 1295 y 590
x 1305 y 590
x 1305 y 590
x 1308 y 582
x 1308 y 582
x 1306 y 569
Plot-
x 1759 y 269
x 1759 y 269
x 1786 y 277
x 1786 y 277
x 1807 y 285
x 1807 y 285
x 1828 y 290
x 1828 y 290
x 1833 y 299
x 1833 y 299
x 1850 y 299
x 1850 y 299
x 1870 y 300
x 1870 y 300
x 1877 y 314
x 1877 y 314
x 1881 y 331
x 1881 y 331
x 1882 y 361
x 1882 y 361
x 1895 y 360
x 1895 y 360
x 1914 y 353
x 1914 y 353
x 1929 y 349
x 1929 y 349
x 1937 y 349
x 1937 y 349
x 1939 y 358
x 1939 y 358
x 1945 y 370
x 1945 y 370
x 1945 y 380
x 1945 y 380
x 1942 y 391
x 1942 y 391
x 1928 y 394
x 1928 y 394
x 1925 y 404
x 1925 y 404
x 1930 y 415
x 1930 y 415
x 1927 y 435
x 1927 y 435
x 1924 y 445
x 1924 y 445
x 1923 y 466
x 1923 y 466
x 1914 y 476
x 1914 y 476
x 1905 y 476
x 1905 y 476
x 1910 y 491
x 1910 y 491
x 1903 y 502
x 1903 y 502
x 1879 y 504
x 1879 y 504
x 1877 y 520
x 1877 y 520
x 1882 y 528
x 1882 y 528
x 1872 y 540
x 1872 y 540
x 1884 y 550
x 1884 y 550
x 1866 y 553
x 1866 y 553
x 1850 y 553
x 1850 y 553
x 1837 y 571
x 1837 y 571
x 1822 y 573
x 1822 y 573
x 1807 y 597
x 1807 y 597
x 1786 y 601
x 1786 y 601
x 1764 y 607
x 1764 y 607
x 1743 y 614
x 1743 y 614
x 1730 y 610
x 1730 y 610
x 1700 y 614
x 1700 y 614
x 1696 y 602
x 1696 y 602
x 1696 y 583
x 1696 y 583
x 1703 y 569
x 1703 y 569
x 1710 y 562
x 1710 y 562
x 1715 y 546
x 1715 y 546
x 1702 y 539
x 1702 y 539
x 1692 y 519
x 1692 y 519
x 1709 y 510
x 1709 y 510
x 1725 y 494
x 1725 y 494
x 1743 y 478
x 1743 y 478
x 1740 y 467
x 1740 y 467
x 1747 y 451
x 1747 y 451
x 1755 y 439
x 1755 y 439
x 1757 y 424
x 1757 y 424
x 1762 y 402
x 1762 y 402
x 1762 y 387
x 1762 y 387
x 1763 y 370
x 1763 y 370
x 1758 y 351
x 1758 y 351
x 1763 y 331
x 1763 y 331
x 1761 y 316
x 1761 y 316
x 1752 y 300
x 1752 y 300
x 1750 y 288
x 1750 y 288
x 1753 y 271
x 1753 y 271
x 1757 y 267
Plot-
x 1723 y 778
x 1723 y 778
x 1740 y 768
x 1740 y 768
x 1758 y 767
x 1758 y 767
x 1771 y 750
x 1771 y 750
x 1787 y 736
